record_id,owner_id,taxpayer_type,owner_name,tin,mailing_address,mailing_city,mailing_province,property_id,pin,tax_declaration_no,province,city_municipality,barangay,property_address,property_type,class_code,zoning_classification,land_use,lot_number,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,due_date,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment
3992,214,Individual,DANICA K. GALANG,314-042-198-000,"171 Agdao Road, Tibolo, Santa Cruz",Santa Cruz,Davao Del Sur,1996,11-000-000-001996,TD-11-2024-001996,Davao Del Sur,City of Davao,Barangay 35-D (Pob.),"56 Bajada Road, Barangay 35-D (Pob.), City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01996,N/A,3082,4955851.89,0.4,1982340.76,0.0135,26761.6,2024,2024-03-31,5,5,2,0,20.1,11369.59,81.66,0
1697,1726,Individual,Mark C. Mendoza,826-578-782-000,"374 Agdao Road, Barangay 32-D (Pob.), City of Davao",City of Davao,Davao Del Sur,849,11-000-000-000849,TD-11-2024-000849,Davao Oriental,Banaybanay,Punta Linao,"500 R. Castillo St, Punta Linao, Banaybanay",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00849,N/A,4856,11045890.1,0.4,4418356.04,0.0133,58764.14,2022,2022-12-31,7,6,4,1,86.1,43073.54,5.0,1
3192,867,Company,Matina Industrial Park Inc.,967-001-769-000,"825 R. Castillo St, Badas, City of Mati",City of Mati,Davao Oriental,1596,11-000-000-001596,TD-11-2024-001596,Davao Del Sur,Sulop,Parame,"372 J.P. Laurel Ave, Parame, Sulop",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01596,N/A,136,2915349.72,0.5,1457674.86,0.0163,23760.1,2023,2023-12-31,18,8,2,0,12.4,9111.44,77.14,0
4500,1025,Company,Mindanao Prime Estates Corp.,125-475-875-000,"570 Diversion Road, Magugpo North, City of Tagum",City of Tagum,Davao Del Norte,2250, 11-000-000-002250,TD-11-2024-002250,Davao Del Norte,Carmen,Ising (Pob.),"673 Torres St, Ising (Pob.), Carmen",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02250,N/A,467,6147980.7,0.5,3073990.35,0.0151,46417.25,2024,2024-09-30,14,8,1,1,33.1,27435.66,67.78,0
1155,1217,Company,Davao Business Center Corp.,317-051-219-000,"970 Buhangin Road, Barangay 16-B (Pob.), City of Davao",City of Davao,Davao Del Sur,578,11-000-000-000578,TD-11-2024-000578,Davao Oriental,Governor Generoso,Tibanban,"476 Lacson St, Tibanban, Governor Generoso",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00578,N/A,344,5142716.26,0.5,2571358.13,0.0178,45770.17,2021,2021-12-31,10,8,2,1,55.1,25021.44,48.6,0
2256,1195,Individual,Adrian L. Abad,295-985-065-000,"351 Quimpo Blvd, Leon Garcia Sr., City of Davao",City of Davao,Davao Del Sur,1128,11-000-000-001128,TD-11-2024-001128,Davao Del Norte,Carmen,Anibongan,"467 Buhangin Road, Anibongan, Carmen",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01128,N/A,155,1047709.01,0.2,209541.8,0.0144,3017.4,2023,2023-12-31,15,8,3,1,57.3,2154.55,29.92,1
1683,694,Company,Samal Urban Homes Enterprises,794-482-558-000,"756 Torres St, Pamacaun, Asuncion",Asuncion,Davao Del Norte,842,11-000-000-000842,TD-11-2024-000842,Davao Oriental,City of Mati,Danao,"Lot 35, Purok 4, Danao, City of Mati",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-00842,N/A,321,1464280.78,0.2,292856.16,0.0122,3572.85,2021,2021-12-31,2,3,2,0,31.5,1503.32,56.86,0
3171,1316,Company,AgriNova Commercial Hub Inc.,416-348-912-000,"53 Torres St, Anitapan, Mabini",Mabini,Davao De Oro,1586,11-000-000-001586,TD-11-2024-001586,Davao Oriental,Boston,Poblacion,"647 R. Castillo St, Poblacion, Boston",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01586,N/A,111,571490.81,0.2,114298.16,0.0131,1497.31,2021,2021-12-31,12,8,2,1,37.5,876.44,48.29,0
2057,719,Individual,ian w. manalo,819-557-733-000,"753 McArthur Highway, Matina Crossing, City of Davao",City of Davao,Davao Del Sur,1029,11-000-000-001029,TD-11-2024-001029,Davao Del Sur,City of Davao,Tamayong,"422 R. Castillo St, Tamayong, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01029,N/A,219,1525228.84,0.2,305045.77,0.0115,3508.03,2023,2023-03-31,3,3,1,0,27.7,635.08,62.12,0
4091,69,Individual,Katrina V. Flores,169-607-183-000,"724 Bonifacio St, Talomo (Pob.), City of Davao",City of Davao,Davao Del Sur,2046,11-000-000-002046,TD-11-2024-002046,Davao Del Sur,City of Davao,Balengaeng,"361 Cabaguio Ave, Balengaeng, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02046,N/A,252,1799002.74,0.2,359800.55,0.0131,4713.39,2021,2021-12-31,7,8,2,1,26.9,2775.56,52.42,0
3109,1855,Individual,JOSHUA D. ROSALES,955-965-685-000,"444 J.P. Laurel Ave, Dacudao, San Isidro",San Isidro,Davao Del Norte,1555,11-000-000-001555,TD-11-2024-001555,Davao Del Sur,Kiblawan,Pocaleel,"488 Quimpo Blvd, Pocaleel, Kiblawan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01555,N/A,206,1036715.61,0.2,207343.12,0.0131,2716.19,2023,2023-09-30,5,4,1,0,14.6,817.84,80.14,0
4549,688,Company,Davao Builders Corp.,788-464-516-000,"930 R. Castillo St, Kaligutan, Laak",Laak,Davao De Oro,2275,11-000-000-002275,TD-11-2024-002275,Davao Del Sur,City of Davao,Crossing Bayabas,"13 Torres St, Crossing Bayabas, City of Davao",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-02275,N/A,255,4768278.19,0.45,2145725.19,0.0153,32829.6,2023,2023-09-30,20,8,2,1,29.4,16567.7,67.18,0
3724,1868,Company,Panabo Realty Co.,968-004-776-000,"681 J.P. Laurel Ave, Bangkal, Matanao",Matanao,Davao Del Sur,1862,11-000-000-001862,TD-11-2024-001862,Davao Del Sur,City of Davao,Pampanga,"Unit 10A, Camella Northpoint, Pampanga, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-01862,Unit 10A,110,2153024.02,0.25,538256.01,0.0146,7858.54,2024,2024-09-30,6,5,2,0,23.8,2590.02,56.29,0
2050,1912,Company,malagos commercial hub llc,012-136-084-000,"520 Cabaguio Ave, San Juan, Santa Maria",Santa Maria,Davao Occidental,1025,11-000-000-001025,TD-11-2024-001025,Davao Del Sur,City of Davao,Mintal,"Lot 2, Purok 2, Mintal, City of Davao",Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,LOT-01025,N/A,419,3972804.23,0.4,1589121.69,0.014,22247.7,2023,2023-03-31,3,4,1,0,16.9,4015.85,91.59,0
4977,9,Company,Mindanao Logistics Inc.,109-427-763-000,"75 Diversion Road, Central (Pob.), City of Mati",City of Mati,Davao Oriental,2489,11-000-000-002489,TD-11-2024-002489,Davao Del Sur,Matanao,  Camanchiles ,"Unit 20D, Verdon Parc, Camanchiles, Matanao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-02489,Unit 20D,93,1446242.75,0.25,361560.69,0.0147,5314.94,2021,2021-09-30,8,7,2,1,41.1,3596.8,36.11,0
3644,535,Individual,Ramon Q. Samson,635-005-445-000,"698 R. Castillo St, New Murcia, Matanao",Matanao,Davao Del Sur,1822,11-000-000-001822,TD-11-2024-001822,Davao Oriental,Banaybanay,Cabangcalan,"Unit 07C, One Oasis Davao, Cabangcalan, Banaybanay",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-01822,Unit 07C,104,1252361.44,0.25,313090.36,0.0117,3663.16,2023,2023-06-30,9,8,2,1,53.8,2582.01,54.7,0
624,873,Individual,Althea E. Manalo,973-019-811-000,"93 Lacson St, San Antonio, City of Davao",City of Davao,Davao Del Sur,312,11-000-000-000312,TD-11-2024-000312,Davao De Oro,Laak,Macopa,"889 Maa Road, Macopa, Laak",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00312,N/A,1327,1280744.42,0.4,512297.77,0.0113,5788.96,2024,2024-03-31,7,6,3,0,33.6,3063.21,40.88,0
263,1135,Individual,Dianne Y. Macapagal,235-805-645-000,"399 Bonifacio St, Tambo, Island Garden City of Samal",Island Garden City of Samal,Davao Del Norte,132,11-000-000-000132,TD-11-2024-000132,Davao Del Norte,Kapalong,Luna,"Unit 27A, Abreeza Place, Luna, Kapalong",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00132,Unit 27A,65,908721.92,0.25,227180.48,0.0123,2794.32,2021,06/30/2021,1,1,1,0,16.3,413.71,56.0,0
3370,379,Individual,Shaira B. Fernandez,479-537-353-000,"405 Catalunan Grande Road, Tamugan, City of Davao",City of Davao,Davao Del Sur,1685,11-000-000-001685,TD-11-2024-001685,Davao Del Sur,City of Davao,Talomo (Pob.),"706 Bajada Road, Talomo (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01685,N/A,227,1673260.31,0.2,334652.06,0.0122,4082.76,2023,2023-03-31,15,8,3,2,79.8,4230.52,10.82,1
4062,1472,Company,Panabo Farms Enterprises,572-816-004-000,"975 Maa Road, Dacudao, City of Davao",City of Davao,Davao Del Sur,2031,11-000-000-002031,TD-11-2024-002031,Davao Del Norte,City of Panabo,Nanyo,"573 McArthur Highway, Nanyo, City of Panabo",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-02031,N/A,348,6408576.18,0.45,2883859.28,0.0142,40950.8,2024,2024-12-31,12,8,1,1,25.6,21257.24,78.1,0
1803,1356,Individual,Rafael P. Navarro,456-468-192-000,"211 McArthur Highway, Parame, Sulop",Sulop,Davao Del Sur,902,11-000-000-000902,TD-11-2024-000902,Davao Oriental,City of Mati,Libudon,"835 Lacson St, Libudon, City of Mati",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00902,N/A,75,416563.57,0.2,83312.71,0.0116,966.43,2021,2021-12-31,2,1,1,0,14.3,112.65,69.48,0
4737,605,Individual,Alyssa H. Fernandez,705-215-935-000,"592 Lanang Road, Barangay 2-A (Pob.), City of Davao",City of Davao,Davao Del Sur,2369,11-000-000-002369,TD-11-2024-002369,Davao Del Sur,City of Davao,Barangay 13-B (Pob.),"701 Agdao Road, Barangay 13-B (Pob.), City of Davao",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-02369,N/A,100,906610.86,0.45,407974.89,0.0173,7057.97,2023,2023-03-31,14,8,2,1,36.4,3919.77,69.04,0
2386,1550,Individual,Catherine D. Soriano,650-050-550-000,"934 Bonifacio St, San Miguel, Compostela",Compostela,Davao De Oro,1193,11-000-000-001193,TD-11-2024-001193,Davao De Oro,Maco,New Visayas,"435 McArthur Highway, New Visayas, Maco",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01193,N/A,116,741412.64,0.2,148282.53,0.0145,2150.1,2022,2022-12-31,3,3,1,1,35.5,1257.36,57.13,0
1960,765,Company,Mindanao Prime Estates LLC,865-695-055-000,"641 Maa Road, Barangay 3-A (Pob.), City of Davao",City of Davao,Davao Del Sur,980,11-000-000-000980,TD/11/2024/000980,Davao Del Sur,City of Davao,Lacson,"911 Cabaguio Ave, Lacson, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00980,N/A,225,1538985.84,0.2,307797.17,0.0121,3724.35,2024,2024-03-31,4,5,4,1,69.2,2727.18,13.44,1
2977,1142,Individual,Lea W. Mendoza,242-826-694-000,"584 Bajada Road, Baracatan, City of Davao",City of Davao,Davao Del Sur,1489,11-000-000-001489,TD-11-2024-001489,Davao Del Sur,City of Davao,Gov. Vicente Duterte,"196 Cabaguio Ave, Gov. Vicente Duterte, City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01489,N/A,1185,852311.94,0.4,340924.78,0.0117,3988.82,2022,2022-12-31,14,8,2,1,54.0,2594.18,39.15,0
489,579,Individual,Rica M. Santos,679-137-753-000,"262 Lanang Road, La Filipina, City of Tagum",City of Tagum,Davao Del Norte,245,11-000-000-000245,TD-11-2024-000245,Davao Oriental,San Isidro,Maag,"Lot 72, Purok 8, Maag, San Isidro",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-00245,N/A,170,449725.26,0.2,89945.05,0.0107,962.41,2023,2023-03-31,6,6,2,1,46.9,692.97,44.24,0
1844,386,Individual,Hazel W. Panganiban,486-558-402-000,"611 Maa Road, Lantawan, Lupon",Lupon,Davao Oriental,922,11-000-000-000922,TD-11-2024-000922,Davao Del Sur,City of Davao,Barangay 31-D (Pob.),"Lot 155, Purok 3, Barangay 31-D (Pob.), City of Davao",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-00922,N/A,869,3606342.43,0.2,721268.49,0.01,7212.68,2023,2023-06-30,8,8,1,1,29.4,4475.16,65.72,0
1735,577,Individual,MARY GRACE K. OCAMPO,677-131-739-000,"388 Bajada Road, Biao Guianga, City of Davao",City of Davao,Davao Del Sur,868,11-000-000-000868,TD-11-2024-000868,Davao De Oro,Laak,Sabud,"775 Buhangin Road, Sabud, Laak",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00868,N/A,163,1059979.06,0.2,211995.81,0.0145,3073.94,2022,2022-09-30,18,8,3,2,90.3,2890.36,5.0,1
2912,1455,Individual,Emman A. Rosales,555-765-885-000,"248 Lanang Road, Tagluno, City of Davao",City of Davao,Davao Del Sur,1456,11-000-000-001456,TD-11-2024-001456,Davao De Oro,Nabunturan,Magsaysay,"189 Quimpo Blvd, Magsaysay, Nabunturan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01456,N/A,286,1815428.7,0.2,363085.74,0.0127,4611.19,2023,2023-12-31,3,4,2,0,37.2,1809.09,48.61,0
3220,383,Individual,Kristine Z. Domingo,483-549-381-000,"729 Buhangin Road, San Nicolas, City of Panabo",City of Panabo,Davao Del Norte,1610,11-000-000-001610,TD-11-2024-001610,Davao Del Sur,City of Davao,Toril (Pob.),"979 Catalunan Grande Road, Toril (Pob.), City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01610,N/A,650,10989471.02,0.5,5494735.51,0.0153,84069.45,2024,2024-09-30,18,8,1,1,33.0,47477.63,71.89,0
147,741,Company,AgriNova Logistics Inc.,841-623-887-000,"919 Cabaguio Ave, Marilog (Pob.), City of Davao",City of Davao,Davao Del Sur,74,11-000-000-000074,TD-11-2024-000074,Davao Del Sur,City of Davao,Daliaon Plantation,"443 Maa Road, Daliaon Plantation, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00074,N/A,582,7638074.6,0.5,3819037.3,0.0181,69124.58,2022,2022-03-31,15,8,2,1,48.2,35263.53,44.97,0
1987,1812,Individual,Althea K. Panganiban,912-836-384-000,"502 Diversion Road, Daliaon Plantation, City of Davao",City of Davao,Davao Del Sur,994,11-000-000-000994,TD-11-2024-000994,Davao De Oro,Maragusan,Tigbao,"Unit 01D, Camella Northpoint, Tigbao, Maragusan",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00994,Unit 01D,81,912235.04,0.25,228058.76,0.0128,2919.15,2021,2021-12-31,12,8,1,1,23.5,1803.23,70.02,0
1370,943,Individual,Dominic U. Garcia,043-229-301-000,"843 Bajada Road, Sirawan, City of Davao",City of Davao,Davao Del Sur,685,11-000-000-000685,TD-11-2024-000685,Davao Del Norte,Santo Tomas,Magwawa,"731 Torres St, Magwawa, Santo Tomas",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00685,N/A,523,1139244.65,0.4,455697.86,0.0118,5377.23,2023,2023-03-31,17,8,4,1,70.8,4343.55,10.75,1
2812,22,Individual,Clarence S. Luna,122-466-854-000,"424 Diversion Road, Barangay 25-C (Pob.), City of Davao",City of Davao,Davao Del Sur,1406,11-000-000-001406,TD-11-2024-001406,Davao Del Sur,City of Davao,Matina Crossing,"687 R. Castillo St, Matina Crossing, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01406,N/A,115,678042.45,0.2,135608.49,0.0133,1803.59,2024,2024-09-30,18,8,3,1,51.0,1446.76,39.36,1
660,622,Individual,Dominic M. Fernandez,722-266-054-000,"734 Quimpo Blvd, Pangian, Malita",Malita,Davao Occidental,330,11-000-000-000330,TD-11-2024-000330,Davao Del Norte,City of Tagum,San Miguel,"976 Buhangin Road, San Miguel, City of Tagum",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00330,N/A,120,2131448.85,0.5,1065724.43,0.0168,17904.17,2023,2023-06-30,10,8,3,1,59.6,14861.41,34.45,1
1795,532,Individual,Catherine A. Mendoza,632-996-424-000,"622 Cabaguio Ave, Baon, San Isidro",San Isidro,Davao Oriental,898,11-000-000-000898,TD-11-2024-000898,Davao Del Sur,City of Davao,Barangay 26-C (Pob.),"185 J.P. Laurel Ave, Barangay 26-C (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00898,N/A,154,840526.2,0.2,168105.24,0.0135,2269.42,2021,2021-12-31,16,8,2,1,49.9,1467.16,58.23,0
2512,752,Company,apo builders partners,852-656-964-000,"444 Bonifacio St, Calinan (Pob.), City of Davao",City of Davao,Davao Del Sur,1256,11-000-000-001256,TD/11/2024/001256,Davao Del Norte,City of Tagum,Magugpo Poblacion,"Unit 03D, Lanang Suites, Magugpo Poblacion, City of Tagum",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-01256,Unit 03D,94,1214075.66,0.25,303518.91,0.0146,4431.38,2022,2022-09-30,2,3,1,1,31.2,1866.7,66.79,0
3398,1598,Company,Panabo Farms Co.,698-194-886-000,"260 Bonifacio St, Katipunan, City of Panabo",City of Panabo,Davao Del Norte,1699,11-000-000-001699,TD-11-2024-001699,Davao Del Sur,Magsaysay,Mabini,"543 Quimpo Blvd, Mabini, Magsaysay",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-01699,N/A,253,4144356.63,0.45,1864960.48,0.013,24244.49,2024,2024-12-31,8,8,1,1,30.2,14719.53,74.33,0
4283,948,Individual,Shaira S. Carreon,048-244-336-000,"139 McArthur Highway, Talomo (Pob.), City of Davao",City of Davao,Davao Del Sur,2142,11-000-000-002142,TD-11-2024-002142,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),"617 J.P. Laurel Ave, Barangay 27-C (Pob.), City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-02142,N/A,1861,3834902.04,0.4,1533960.82,0.0109,16720.17,2021,2021-12-31,14,8,2,1,35.0,8408.38,55.97,0
1148,736,Individual,Vincent Y. Dela Cruz,836-608-852-000,"823 Buhangin Road, Barangay 37-D (Pob.), City of Davao",City of Davao,Davao Del Sur,574,11-000-000-000574,TD-11-2024-000574,Davao Del Sur,Magsaysay,Kasuga,"651 J.P. Laurel Ave, Kasuga, Magsaysay",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00574,N/A,194,1417159.89,0.2,283431.98,0.0139,3939.7,2022,2022-03-31,4,5,1,0,15.9,574.62,77.37,0
3273,1955,Individual,Danica V. Torres,055-265-385-000,"396 Quimpo Blvd, Cogon, Island Garden City of Samal",Island Garden City of Samal,Davao Del Norte,1637,11-000-000-001637,TD-11-2024-001637,Davao Del Sur,City of Davao,Los Amigos,"619 Matina Aplaya Road, Los Amigos, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01637,N/A,72,600534.02,0.2,120106.8,0.0114,1369.22,2022,2022-12-31,12,8,2,1,39.2,783.15,73.27,0
609,1263,Company,Davao Township Inc.,363-189-541-000,"134 R. Castillo St, Barangay 15-B (Pob.), City of Davao",City of Davao,Davao Del Sur,305,11-000-000-000305,TD-11-2024-000305,Davao Del Sur,Matanao,Sinaragan,"161 Torres St, Sinaragan, Matanao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00305,N/A,630,12812280.93,0.5,6406140.46,0.0159,101857.63,2021,2021-09-30,3,4,2,1,55.0,66533.92,13.27,1
3583,57,Individual,Carla O. Ramos,157-571-099-000,"580 Matina Aplaya Road, Badas, City of Mati",City of Mati,Davao Oriental,1792,11-000-000-001792,TD-11-2024-001792,Davao Del Sur,City of Davao,Tapak,"Unit 12B, Apo View Residences, Tapak, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-01792,Unit 12B,82,1308446.12,0.25,327111.53,0.0134,4383.29,2022,2022/09/30,5,6,3,1,46.6,2689.93,27.51,1
1931,762,Individual,Jose Z. Fernandez,862-686-034-000,"351 Cabaguio Ave, Tomoaong, Tarragona",Tarragona,Davao Oriental,966, 11-000-000-000966,TD-11-2024-000966,Davao Del Sur,Matanao,Bagumbayan,"Unit 06B, Apo View Residences, Bagumbayan, Matanao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00966,Unit 06B,106,1125338.6,0.25,281334.65,0.015,4220.02,2021,2021-12-31,8,8,2,1,50.6,3108.96,41.57,0
198,1491,Individual,Dianne Q. Luna,591-873-137-000,"632 Diversion Road, Tagbay, Island Garden City of Samal",Island Garden City of Samal,Davao Del Norte,99,11-000-000-000099,TD-11-2024-000099,Davao Oriental,Banaybanay,Mogbongcogon,"112 Cabaguio Ave, Mogbongcogon, Banaybanay",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00099,N/A,2472,1305726.56,0.4,522290.62,0.0104,5431.82,2024,2024-12-31,17,8,2,0,20.2,1324.32,84.46,0
2932,1678,Individual,Joshua U. Serrano,778-434-446-000,"99 Diversion Road, Kauswagan, Matanao",Matanao,Davao Del Sur,1466,11-000-000-001466,TD-11-2024-001466,Davao Oriental,City of Mati,Langka,"154 Torres St, Langka, City of Mati",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01466,N/A,4930,6557207.2,0.4,2622882.88,0.0104,27277.98,2024,2024-09-30,7,6,2,1,51.9,19272.98,50.02,0
2328,1100,Company,Malagos Realty Enterprises,200-700-400-000,"960 Torres St, Mahayag, City of Davao",City of Davao,Davao Del Sur,1164,11-000-000-001164,TD-11-2024-001164,Davao Oriental,Manay,Holy Cross,"146 Lacson St, Holy Cross, Manay",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01164,N/A,299,2814323.37,0.5,1407161.69,0.0159,22373.87,2024,2024-03-31,16,8,2,1,37.2,12061.18,60.65,0
4390,38,Company,Mindanao Landholdings Partners,138-514-966-000,"11 Matina Aplaya Road, Lapu-lapu, City of Davao",City of Davao,Davao Del Sur,2195,11-000-000-002195,TD-11-2024-002195,Davao Del Sur,SANTA CRUZ,Sibulan,"145 Catalunan Grande Road, Sibulan, Santa Cruz",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02195,N/A,146,597007.81,0.2,119401.56,0.012,1432.82,2024,2024-12-31,17,8,2,0,23.6,450.62,80.01,0
767,1982,Individual,Christian U. Ramos,082-346-574-000," 875 Bonifacio St, Mabini, Malalag  ",Malalag,Davao Del Sur,384, 11-000-000-000384,TD-11-2024-000384,Davao De Oro,Maragusan,Tigbao,"451 Bajada Road, Tigbao, Maragusan",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00384,N/A,4251,3057047.35,0.4,1222818.94,0.013,15896.65,2022,2022-09-30,7,6,1,1,35.5,8731.16,51.06,0
4497,1013,Individual,Maria N. Bernardo,113-439-791-000,"583 Diversion Road, Toril, Island Garden City of Samal",Island Garden City of Samal,Davao Del Norte,2249,11-000-000-002249,TD-11-2024-002249,Davao Oriental,Governor Generoso,Lavigan,"659 Bonifacio St, Lavigan, Governor Generoso",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02249,N/A,352,5864530.4,0.5,2932265.2,0.0173,50728.19,2021,2021-09-30,12,8,2,1,28.8,35620.73,56.18,0
4219,170,Company,Malagos Realty Partners,270-910-890-000,"142 Lanang Road, Callawa, City of Davao",City of Davao,Davao Del Sur,2110,11-000-000-002110,TD-11-2024-002110,Davao Del Sur,City of Davao,Dalag,"747 Quimpo Blvd, Dalag, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02110,N/A,480,12330791.55,0.5,6165395.78,0.0175,107894.43,2021,2021-12-31,14,8,3,1,50.5,80353.07,42.08,1
3256,998,Individual,Vincent I. Castro,098-394-686-000,"73 Lanang Road, Pamacaun, Asuncion",Asuncion,Davao Del Norte,1628,11-000-000-001628,TD-11-2024-001628,Davao Del Sur,City of Davao,Barangay 16-B (Pob.),"346 McArthur Highway, Barangay 16-B (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01628,N/A,166,1132773.83,0.2,226554.77,0.0141,3194.42,2024,2024-03-31,14,8,1,1,31.0,1583.43,71.43,0
203,1847,Individual,Alyssa N. Macapagal,947-941-629-000,"884 Quimpo Blvd, Barangay 4-A (Pob.), City of Davao",City of Davao,Davao Del Sur,102,11-000-000-000102,TD-11-2024-000102,Davao Occidental,Jose Abad Santos,Quiapo,"Unit 22C, Lanang Suites, Quiapo, Jose Abad Santos",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00102,Unit 22C,76,881845.13,0.25,220461.28,0.0119,2623.49,2022,2022-03-31,6,7,1,1,23.5,1462.7,59.83,0
3511,333,Individual,Camille V. Aquino,433-399-031-000,"751 Torres St, Manay, City of Panabo",City of Panabo,Davao Del Norte,1756,11-000-000-001756,TD-11-2024-001756,Davao Del Sur,Matanao,Langa-an,"412 Torres St, Langa-an, Matanao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01756,N/A,245,1791222.29,0.2,358244.46,0.0132,4728.83,2021,2021-06-30,5,4,2,1,50.6,3245.83,39.65,1
4932,911,Individual,Ana L. Mercado,011-133-077-000," 56 Quimpo Blvd, Ruparan, City of Digos  ",City of Digos,Davao Del Sur,2466,11-000-000-002466,TD-11-2024-002466,Davao Del Sur,City of Davao,Panalum,"183 Lacson St, Panalum, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02466,N/A,225,1896768.42,0.2,379353.68,0.0138,5235.08,2024,2024-09-30,7,7,1,0,9.9,1405.52,77.05,0
1734,656,Individual,Pauline Q. Manalo,756-368-292-000,"632 Torres St, New Carmen, City of Davao",City of Davao,Davao Del Sur,867,11-000-000-000867,TD-11-2024-000867,Davao Oriental,Tarragona,Cabagayan,"547 Bonifacio St, Cabagayan, Tarragona",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00867,N/A,159,1629622.76,0.5,814811.38,0.0179,14585.12,2023,2023-09-30,11,8,1,1,30.3,8590.23,73.68,0
2778,1872,Individual,Ella O. Bautista,972-016-804-000,"145 R. Castillo St, Poblacion, Kiblawan",Kiblawan,Davao Del Sur,1389,11-000-000-001389,TD-11-2024-001389,Davao Del Norte,Island Garden City of Samal,Caliclic,"959 Diversion Road, Caliclic, Island Garden City of Samal",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01389,N/A,260,1323388.48,0.2,264677.7,0.0128,3387.87,2022,2022-12-31,16,8,2,1,42.3,2388.17,62.84,0
